# SAVED: date 08/18/2021 time 10:28:32
*VERSION*1.100000
*ORIENTATION*0
*CHANNELS*01000001
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
61009.4805,223.2296,27.9264775854742,15,-,22265.4724121094,-,-,-,-,-,1933.28166007996
61227.6746,218.1941,29.2616628528323,15,-,22183.9370727539,-,-,-,-,-,1934.61525440216
61447.886,220.2114,30.564262538464,15,-,22087.9611968994,-,-,-,-,-,1928.23266983032
61670.0997,222.2137,31.8886657422214,15,-,22025.7339477539,-,-,-,-,-,1930.01878261566
61887.3078,217.2081,33.2131502106882,15,-,21901.3633728027,-,-,-,-,-,1931.8288564682
62109.5211,222.2133,34.528492942074,15,-,21825.3536224365,-,-,-,-,-,1931.90026283264
62329.7325,220.2114,35.8482394916177,15,-,21717.4587249756,-,-,-,-,-,1934.63909626007
62548.9429,219.2104,37.1729268556176,15,-,21609.1899871826,-,-,-,-,-,1931.63824081421
62770.6814,221.7385,38.4934343811707,15,-,21508.846282959,-,-,-,-,-,1928.30395698547
62989.8918,219.2104,39.8161524583701,15,-,21393.8884735107,-,-,-,-,-,1925.92251300812
63210.526,220.6342,41.1528410921311,15,-,21322.8988647461,-,-,-,-,-,1924.30305480957
63430.7374,220.2114,42.4599700565078,15,-,21204.137802124,-,-,-,-,-,1933.11488628387
63661.0215,230.2841,43.8045889523959,15,-,21080.4080963135,-,-,-,-,-,1934.06736850739
63881.2333,220.2118,45.1576481345264,15,-,20976.1714935303,-,-,-,-,-,1932.16228485107
64100.3448,219.1115,46.4851802958339,15,-,20876.2798309326,-,-,-,-,-,1934.8771572113
64321.5567,221.2119,47.808871818984,15,-,20764.3871307373,-,-,-,-,-,1927.92308330536
64540.7676,219.2109,49.1222702184706,15,-,20646.9707489014,-,-,-,-,-,1929.44729328156
64760.979,220.2114,50.4403930917488,15,-,20553.918838501,-,-,-,-,-,1931.94782733917
64983.1923,222.2133,51.7633332644977,15,-,20451.3664245605,-,-,-,-,-,1930.56654930115
65204.4042,221.2119,53.1007873389119,15,-,20370.5787658691,-,-,-,-,-,1929.28051948547
65423.6155,219.2113,54.4186228570648,15,-,20236.81640625,-,-,-,-,-,1933.75778198242
65641.8245,218.209,55.7297146945832,15,-,20122.8065490723,-,-,-,-,-,1924.1601228714
65862.0359,220.2114,57.0443617402554,15,-,20026.6742706299,-,-,-,-,-,1930.4713010788
66093.2574,231.2215,58.3985844740988,15,-,19896.2688446045,-,-,-,-,-,1931.44774436951
66313.4688,220.2114,59.7563617402554,15,-,19775.182723999,-,-,-,-,-,1927.9705286026
66532.6797,219.2109,61.0742663784673,15,-,19681.713104248,-,-,-,-,-,1927.23226547241
66751.8897,219.21,62.3892174090389,15,-,19570.0702667236,-,-,-,-,-,1928.5660982132
66972.3937,220.504,63.7069364573324,15,-,19457.799911499,-,-,-,-,-,1926.20825767517
67192.6056,220.2119,65.0272654176132,15,-,19357.4981689453,-,-,-,-,-,1933.3530664444
67412.8165,220.2109,66.3510478208408,15,-,19258.9645385742,-,-,-,-,-,1932.01923370361
67634.0297,221.2132,67.6812289392887,15,-,19135.0250244141,-,-,-,-,-,1932.75761604309
67853.2397,219.21,68.9966907005361,15,-,19026.9222259521,-,-,-,-,-,1929.85212802887
68073.4511,220.2114,70.3186164570594,15,-,18922.399520874,-,-,-,-,-,1933.47203731537
68295.6644,222.2133,71.6451572626409,15,-,18811.1400604248,-,-,-,-,-,1935.32967567444
68523.8835,228.2191,72.9856385498782,15,-,18714.7006988525,-,-,-,-,-,1932.13844299316
68746.0968,222.2133,74.3382516567481,15,-,18597.2499847412,-,-,-,-,-,1935.54401397705
68964.3063,218.2095,75.6676622145384,15,-,18475.4390716553,-,-,-,-,-,1936.87772750854
69184.5181,220.2118,76.9808846189949,15,-,18377.3326873779,-,-,-,-,-,1937.21103668213
69406.7314,222.2133,78.3112494227195,15,-,18273.1380462646,-,-,-,-,-,1937.06822395325
69624.9404,218.209,79.6241614115511,15,-,18178.2112121582,-,-,-,-,-,1930.59039115906
69845.1518,220.2114,80.9501428566552,15,-,18074.9092102051,-,-,-,-,-,1930.0901889801
70064.3627,219.2109,82.2588378972483,15,-,17950.6149291992,-,-,-,-,-,1935.23442745209
70284.5736,220.2109,83.5812423741802,15,-,17861.0000610352,-,-,-,-,-,1931.18572235107
70504.785,220.2114,84.9035380612591,15,-,17786.3025665283,-,-,-,-,-,1932.40034580231
70723.995,219.21,86.2200046131239,15,-,17660.8142852783,-,-,-,-,-,1933.3291053772
70945.2082,221.2132,87.5439054215726,15,-,17575.6301879883,-,-,-,-,-,1928.3994436264
71169.4235,224.2153,88.8832001477975,15,-,17461.4582061768,-,-,-,-,-,1929.28051948547
71395.6406,226.2171,90.2322958321458,15,-,17359.0888977051,-,-,-,-,-,1927.25622653961
71615.852,220.2114,91.5687931006234,15,-,17237.3504638672,-,-,-,-,-,1925.97019672394
71835.062,219.21,92.8831943758459,15,-,17167.5567626953,-,-,-,-,-,1931.90026283264
72058.2767,223.2147,94.2172161426911,15,-,17100.0442504883,-,-,-,-,-,1932.06703662872
72275.4848,217.2081,95.5328692487418,15,-,16979.9671173096,-,-,-,-,-,1938.18747997284
72495.6962,220.2114,96.8553639811106,15,-,16880.5103302002,-,-,-,-,-,1937.25883960724
72716.9089,221.2127,98.1707886223263,15,-,16797.1668243408,-,-,-,-,-,1933.37678909302
72937.1195,220.2106,99.4954490960632,15,-,16717.6170349121,-,-,-,-,-,1932.61480331421
73157.3313,220.2118,100.813811339786,15,-,16599.3728637695,-,-,-,-,-,1932.11448192596
