# Saved: 07-Mar-2013 10:24:59
*VERSION*1.100000
*ORIENTATION*0
*CHANNELS*11000000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
0,0,57,15,0.69491,1,-,-,-,-,-,-,
0,0,58,15,0.69158,1,-,-,-,-,-,-,
0,0,59,15,0.68888,1,-,-,-,-,-,-,
0,0,60,15,0.68579,1,-,-,-,-,-,-,
0,0,61,15,0.68369,1,-,-,-,-,-,-,
0,0,62,15,0.68091,1,-,-,-,-,-,-,
0,0,63,15,0.67721,1,-,-,-,-,-,-,
0,0,64,15,0.67418,1,-,-,-,-,-,-,
0,0,65,15,0.67262,1,-,-,-,-,-,-,
0,0,66,15,0.67079,1,-,-,-,-,-,-,
0,0,67,15,0.66766,1,-,-,-,-,-,-,
0,0,68,15,0.66399,1,-,-,-,-,-,-,
0,0,69,15,0.66185,1,-,-,-,-,-,-,
0,0,70,15,0.65943,1,-,-,-,-,-,-,
0,0,71,15,0.65562,1,-,-,-,-,-,-,
0,0,72,15,0.65264,1,-,-,-,-,-,-,
0,0,73,15,0.64974,1,-,-,-,-,-,-,
0,0,74,15,0.64706,1,-,-,-,-,-,-,
0,0,75,15,0.64439,1,-,-,-,-,-,-,
0,0,76,15,0.64239,1,-,-,-,-,-,-,
0,0,77,15,0.64012,1,-,-,-,-,-,-,
0,0,78,15,0.63615,1,-,-,-,-,-,-,
0,0,79,15,0.63445,1,-,-,-,-,-,-,
0,0,80,15,0.63172,1,-,-,-,-,-,-,
0,0,81,15,0.62978,1,-,-,-,-,-,-,
0,0,82,15,0.62704,1,-,-,-,-,-,-,
0,0,83,15,0.6241,1,-,-,-,-,-,-,
0,0,84,15,0.62197,1,-,-,-,-,-,-,
0,0,85,15,0.61994,1,-,-,-,-,-,-,
0,0,86,15,0.61714,1,-,-,-,-,-,-,
0,0,87,15,0.61393,1,-,-,-,-,-,-,
0,0,88,15,0.61015,1,-,-,-,-,-,-,
0,0,89,15,0.60808,1,-,-,-,-,-,-,
0,0,90,15,0.60515,1,-,-,-,-,-,-,
0,0,91,15,0.60298,1,-,-,-,-,-,-,
0,0,92,15,0.60114,1,-,-,-,-,-,-,
0,0,93,15,0.59888,1,-,-,-,-,-,-,
0,0,94,15,0.59608,1,-,-,-,-,-,-,
0,0,95,15,0.59404,1,-,-,-,-,-,-,
0,0,96,15,0.5918,1,-,-,-,-,-,-,
0,0,97,15,0.58926,1,-,-,-,-,-,-,
0,0,98,15,0.58698,1,-,-,-,-,-,-,
0,0,99,15,0.58527,1,-,-,-,-,-,-,
0,0,100,15,0.58199,1,-,-,-,-,-,-,
0,0,101,15,0.57898,1,-,-,-,-,-,-,
0,0,102,15,0.57709,1,-,-,-,-,-,-,
0,0,103,15,0.57448,1,-,-,-,-,-,-,
0,0,104,15,0.57156,1,-,-,-,-,-,-,
0,0,105,15,0.56975,1,-,-,-,-,-,-,
0,0,106,15,0.5673,1,-,-,-,-,-,-,
0,0,107,15,0.565,1,-,-,-,-,-,-,
0,0,108,15,0.56261,1,-,-,-,-,-,-,
0,0,109,15,0.56025,1,-,-,-,-,-,-,
0,0,110,15,0.55786,1,-,-,-,-,-,-,
0,0,111,15,0.55574,1,-,-,-,-,-,-,
0,0,112,15,0.55407,1,-,-,-,-,-,-,
0,0,113,15,0.55157,1,-,-,-,-,-,-,
0,0,114,15,0.54942,1,-,-,-,-,-,-,
0,0,115,15,0.54768,1,-,-,-,-,-,-,
0,0,116,15,0.54556,1,-,-,-,-,-,-,
0,0,117,15,0.54363,1,-,-,-,-,-,-,
0,0,118,15,0.54102,1,-,-,-,-,-,-,
0,0,119,15,0.53833,1,-,-,-,-,-,-,
0,0,120,15,0.53597,1,-,-,-,-,-,-,
0,0,121,15,0.53431,1,-,-,-,-,-,-,
0,0,122,15,0.53172,1,-,-,-,-,-,-,
0,0,123,15,0.53008,1,-,-,-,-,-,-,
0,0,124,15,0.52885,1,-,-,-,-,-,-,
0,0,125,15,0.52643,1,-,-,-,-,-,-,
0,0,126,15,0.52439,1,-,-,-,-,-,-,
0,0,127,15,0.52233,1,-,-,-,-,-,-,
0,0,128,15,0.52021,1,-,-,-,-,-,-,
0,0,129,15,0.51798,1,-,-,-,-,-,-,
0,0,130,15,0.51598,1,-,-,-,-,-,-,
0,0,131,15,0.51392,1,-,-,-,-,-,-,
0,0,132,15,0.5121,1,-,-,-,-,-,-,
0,0,133,15,0.51075,1,-,-,-,-,-,-,
0,0,134,15,0.50814,1,-,-,-,-,-,-,
0,0,135,15,0.50591,1,-,-,-,-,-,-,
0,0,136,15,0.50376,1,-,-,-,-,-,-,
0,0,137,15,0.50191,1,-,-,-,-,-,-,
0,0,138,15,0.50002,1,-,-,-,-,-,-,
0,0,139,15,0.49799,1,-,-,-,-,-,-,
0,0,140,15,0.4962,1,-,-,-,-,-,-,
0,0,141,15,0.49381,1,-,-,-,-,-,-,
0,0,142,15,0.4921,1,-,-,-,-,-,-,
0,0,143,15,0.49031,1,-,-,-,-,-,-,
0,0,144,15,0.48866,1,-,-,-,-,-,-,
0,0,145,15,0.48704,1,-,-,-,-,-,-,
0,0,146,15,0.48566,1,-,-,-,-,-,-,
0,0,147,15,0.48355,1,-,-,-,-,-,-,
0,0,148,15,0.4819,1,-,-,-,-,-,-,
0,0,149,15,0.47879,1,-,-,-,-,-,-,
0,0,150,15,0.47719,1,-,-,-,-,-,-,
0,0,151,15,0.47515,1,-,-,-,-,-,-,
0,0,152,15,0.47332,1,-,-,-,-,-,-,
0,0,153,15,0.47203,1,-,-,-,-,-,-,
0,0,154,15,0.47032,1,-,-,-,-,-,-,
0,0,155,15,0.46846,1,-,-,-,-,-,-,
0,0,156,15,0.46678,1,-,-,-,-,-,-,
0,0,157,15,0.4649,1,-,-,-,-,-,-,
0,0,158,15,0.46303,1,-,-,-,-,-,-,
0,0,159,15,0.46068,1,-,-,-,-,-,-,
0,0,160,15,0.45838,1,-,-,-,-,-,-,
0,0,161,15,0.45703,1,-,-,-,-,-,-,
0,0,162,15,0.45556,1,-,-,-,-,-,-,
0,0,163,15,0.45457,1,-,-,-,-,-,-,
0,0,164,15,0.45244,1,-,-,-,-,-,-,
0,0,165,15,0.45028,1,-,-,-,-,-,-,
0,0,166,15,0.4491,1,-,-,-,-,-,-,
0,0,167,15,0.44747,1,-,-,-,-,-,-,
0,0,168,15,0.44562,1,-,-,-,-,-,-,
0,0,169,15,0.44438,1,-,-,-,-,-,-,
0,0,170,15,0.44227,1,-,-,-,-,-,-,
0,0,171,15,0.44052,1,-,-,-,-,-,-,
0,0,172,15,0.43948,1,-,-,-,-,-,-,
0,0,173,15,0.43732,1,-,-,-,-,-,-,
0,0,174,15,0.43559,1,-,-,-,-,-,-,
0,0,175,15,0.43395,1,-,-,-,-,-,-,
0,0,176,15,0.43209,1,-,-,-,-,-,-,
0,0,177,15,0.42998,1,-,-,-,-,-,-,
0,0,178,15,0.42863,1,-,-,-,-,-,-,
0,0,179,15,0.42692,1,-,-,-,-,-,-,
0,0,180,15,0.42506,1,-,-,-,-,-,-,
0,0,181,15,0.42322,1,-,-,-,-,-,-,
0,0,182,15,0.42138,1,-,-,-,-,-,-,
0,0,183,15,0.41965,1,-,-,-,-,-,-,
0,0,184,15,0.41828,1,-,-,-,-,-,-,
0,0,185,15,0.41729,1,-,-,-,-,-,-,
0,0,186,15,0.41574,1,-,-,-,-,-,-,
0,0,187,15,0.41351,1,-,-,-,-,-,-,
0,0,188,15,0.41218,1,-,-,-,-,-,-,
0,0,189,15,0.41017,1,-,-,-,-,-,-,
0,0,190,15,0.40797,1,-,-,-,-,-,-,
0,0,191,15,0.40607,1,-,-,-,-,-,-,
0,0,192,15,0.40406,1,-,-,-,-,-,-,
0,0,193,15,0.40257,1,-,-,-,-,-,-,
0,0,194,15,0.40047,1,-,-,-,-,-,-,
0,0,195,15,0.39827,1,-,-,-,-,-,-,
0,0,196,15,0.39684,1,-,-,-,-,-,-,
0,0,197,15,0.39459,1,-,-,-,-,-,-,
0,0,198,15,0.39134,1,-,-,-,-,-,-,
0,0,199,15,0.38756,1,-,-,-,-,-,-,
0,0,200,15,0.3832,1,-,-,-,-,-,-,
0,0,201,15,0.37552,1,-,-,-,-,-,-,
0,0,202,15,0.36086,1,-,-,-,-,-,-,
0,0,203,15,0.3312,1,-,-,-,-,-,-,
0,0,204,15,0.2831,1,-,-,-,-,-,-,
0,0,205,15,0.22153,1,-,-,-,-,-,-,
0,0,206,15,0.15538,1,-,-,-,-,-,-,
0,0,207,15,0.098172,1,-,-,-,-,-,-,
0,0,208,15,0.056013,1,-,-,-,-,-,-,
0,0,209,15,0.030732,1,-,-,-,-,-,-,
0,0,210,15,0.018328,1,-,-,-,-,-,-,
0,0,211,15,0.012214,1,-,-,-,-,-,-,
0,0,212,15,0.0089468,1,-,-,-,-,-,-,
0,0,213,15,0.0070892,1,-,-,-,-,-,-,
0,0,214,15,0.0059653,1,-,-,-,-,-,-,
0,0,215,15,0.0051921,1,-,-,-,-,-,-,
0,0,216,15,0.0046366,1,-,-,-,-,-,-,
0,0,217,15,0.0042257,1,-,-,-,-,-,-,
0,0,218,15,0.0038983,1,-,-,-,-,-,-,
0,0,219,15,0.0036427,1,-,-,-,-,-,-,
0,0,220,15,0.0034446,1,-,-,-,-,-,-,
0,0,221,15,0.0032618,1,-,-,-,-,-,-,
0,0,222,15,0.0031073,1,-,-,-,-,-,-,
0,0,223,15,0.0029528,1,-,-,-,-,-,-,
0,0,224,15,0.0028234,1,-,-,-,-,-,-,
0,0,225,15,0.0027129,1,-,-,-,-,-,-,
0,0,226,15,0.0025833,1,-,-,-,-,-,-,
